,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Building condition,Number of frontages,Covered parking spaces,Living room,Bedrooms,Bathrooms,Basement,Garden surface,Terrace,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available as of,Available date,Construction year,Street frontage width,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Shower rooms,Toilets,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Terrace surface,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Heating type,Double glazing,Flood zone type,Virtual visit,How many fireplaces?,Kitchen surface,Garden,Garden orientation,As built plan,Dining room,Bedroom 4 surface,Latest land use designation,Planning permission obtained,Subdivision permit,Office surface,Office,Intercom,Total ground floor buildable,Possible priority purchase right,Bedroom 5 surface,Dressing room,Laundry room,Professional space,Basement surface,Attic surface,Isolated,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Obligation to build,Neighbourhood or locality,Conformity certification for fuel tanks,Number of annexes,Property name,Professional space surface,Proceedings for breach of planning regulations,Extra information,E-level (overall energy performance),Agent's name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Type of building,Venue of the sale,Single session,Terms of visit,Starting price,Monthly charges,Age of annuitants,Age of annuitant,Minimum overbid,Price after higher bid,Current monthly revenue,Maximum duration of annuity,Percentage rented,EPC description
9458625,9458625,house,house,135000,forsale,7160,m,installed,,torenovate,gas,505,3,275,,true,,,,,,,,Hainaut,To renovate,2,,,3,1,Yes,,,505 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,"Make an offer starting from€ 135,000Make an offer starting from135000 €",€ 304304 €,,Place du Trichon 3 7181- Feluy,,,Hainaut,After signing the deed,,,,,Urban,85m²square meters,,Installed,15m²square meters,14m²square meters,12m²square meters,,,,,275m²square meters,,,,,,,,,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106246,10106246,house,house,129000,forsale,6044,m,installed,1960,tobedoneup,pellet,591,2,0,,true,,true,,,,,,Hainaut,To be done up,2,,,2,2,Yes,,,591 kWh/m²kilowatt hour per square meters,G,20220416005465,591 kg CO₂/m²,79363 kWh/year,"Make an offer starting from€ 129,000Make an offer starting from129000 €",€ 880880 €,No,Rue longue 686200- Bouffioulx,http://www.immovalle-sanz.be,4706486,Hainaut,Depending on the tenant,,1960,,,,100m²square meters,205m²square meters,Installed,11m²square meters,11m²square meters,,2,2,,Yes,,,Connected,Yes,22m²square meters,No,No,,Yes,,Pellet,Yes,Non flood zone,,,6m²square meters,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10129284,10129284,house,house,130000,forsale,7340,m,,,torenovate,gas,583,2,250,,,,,,,,,,Hainaut,To renovate,2,,,2,1,,,,583 kWh/m²kilowatt hour per square meters,G,20220921022289,Not specified,65919 kWh/year,"Make an offer starting from€ 130,000Make an offer starting from130000 €",€ 501501 €,No,"Rue de la Grande Triperie, 3 7000- Mons",,,Hainaut,After signing the deed,,,,,Countryside,,,,,,,,1,,,250m²square meters,,,,,,,,,,Gas,No,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,No,,No,,,,,,,,,,,MARINE DESCAMPS,,,,,,,,,,,,,,,,,,,,,
9972082,9972082,house,house,140000,forsale,6041,m,installed,,good,gas,357,2,0,true,true,,,,,,,,Hainaut,Good,2,,Yes,2,,Yes,,,357 kWh/m²kilowatt hour per square meters,E,20220603018396,Not specified,68439 kWh/year,"Make an offer starting from€ 140,000Make an offer starting from140000 €",€ 550550 €,No,RUE DE BEAUMONT 460 6030- MARCHIENNE-AU-PONT,,,Hainaut,After signing the deed,,,,,,,,Installed,,,,1,1,Yes,,,,,,,,,,,,Gas,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,Ingrid DE WINTER,,,,,,,,,,,,,,,,,,,,,
10073004,10073004,house,house,140000,forsale,6060,m,,,tobedoneup,gas,438,3,245,true,true,,,,,1,1,,Hainaut,To be done up,3,1,,3,1,Yes,,,438 kWh/m²kilowatt hour per square meters,F,20220530006238,Not specified,105250 kWh/year,"Make an offer starting from€ 140,000Make an offer starting from140000 €",€ 624624 €,No,"Chaussée de Lodelinsart, 345 6060- Gilly",,,Hainaut,After signing the deed,,,,1,Urban,,12m²square meters,,18m²square meters,11m²square meters,16m²square meters,1,1,Yes,,245m²square meters,,Connected,,,,,,Yes,,Gas,Yes,,,,4m²square meters,,,,Yes,,"Living area (residential, urban or rural)",,No,,,,,No,,,,,,,,,,,,Yes,,,,,,,,No,,No,,,,,,,,No,,,Anne-Françoise BAUDUIN,,,,,,,,,,,,,,,,,,,,,
9856154,9856154,house,house,140000,forsale,7012,m,usainstalled,,good,gas,345,2,200,true,true,,true,true,,,2,,Hainaut,Good,2,,Yes,2,,Yes,,Yes,345 kWh/m²kilowatt hour per square meters,E,20220329005838,64 kg CO₂/m²,Not specified,"€ 140,000140000 €",€ 401401 €,,Rue Jules Destrée 4357390- Quaregnon,http://www.lemarcheimmobilier.be,,Hainaut,Immediately,,,,2,,147m²square meters,,USA installed,,,,1,1,Yes,No,200m²square meters,,Connected,Yes,,,,,Yes,,Gas,Yes,,,,,,,,Yes,,Mixed living area (accommodation &amp; economic activities),,,,Yes,,,,,,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10104224,10104224,house,house,140000,forsale,7012,m,semiequipped,,tobedoneup,gas,406,3,532,true,true,,true,,,,3,,Hainaut,To be done up,3,,Yes,3,1,Yes,,Yes,406 kWh/m²kilowatt hour per square meters,E,20141022010750,75 kg CO₂/m²,54476 kWh/year,"€ 140,000140000 €",€ 532532 €,Yes,Rue Jules Destrée 4357390- Quaregnon,http://www.lemarcheimmobilier.be,,Hainaut,Depending on the tenant,,,,3,,134m²square meters,,Semi equipped,,,,,1,Yes,No,532m²square meters,,Connected,Yes,,,,,Yes,,Gas,Yes,,,,,,,,,,"Living area (residential, urban or rural)",,No,,,,,No,,,Yes,,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,650,,,
10084556,10084556,house,house,140000,forsale,7160,m,,,torenovate,,579,3,0,,true,,,,,1,,,Hainaut,To renovate,3,1,,3,1,Yes,,,579 kWh/m²kilowatt hour per square meters,G,20220822008532,Not specified,Not specified,"Make an offer starting from€ 140,000Make an offer starting from140000 €","€ 1,0901090 €",No,Chaussée de Namur 47 5030- Gembloux,,1267 - VCE062,Hainaut,Immediately,,,,,,,,,14m²square meters,12m²square meters,10m²square meters,,,,No,,,,,,,,,,,,,,,,14m²square meters,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063804,10063804,house,house,141000,forsale,7610,m,,,torenovate,,,3,990,true,true,900,,true,,,,,Hainaut,To renovate,3,,Yes,3,,Yes,900m²square meters,,Not specified,G,Not specified,Not specified,Not specified,"€ 141,000141000 €",€ 409409 €,No,,,,Hainaut,,,,10 m,,Countryside,162m²square meters,,,,,,,1,Yes,,990m²square meters,,Connected,Yes,,,,,,,,No,Non flood zone,,,8m²square meters,,,,Yes,,,,,,Yes,,,,,No,Yes,Yes,,,,No,Yes,No,No,No,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9811849,9811849,house,house,150000,forsale,7380,m,notinstalled,,tobedoneup,gas,419,3,710,true,,416,true,,,,,,Hainaut,To be done up,2,,,3,1,,416m²square meters,,419 kWh/m²kilowatt hour per square meters,E,20220314027979,Not specified,77596 kWh/year,"Make an offer starting from€ 150,000Make an offer starting from150000 €",,No,rue de Valenciennes 42 7380- Quiévrain,,4696796,Hainaut,After signing the deed,,,,,Urban,185m²square meters,39m²square meters,Not installed,12m²square meters,15m²square meters,17m²square meters,1,1,Yes,No,710m²square meters,,Connected,Yes,20m²square meters,,,,,,Gas,Yes,Non flood zone,,,39m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUIEVRAIN -HENSIES-DOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870129,9870129,house,house,143000,forsale,7300,m,notinstalled,1925,torenovate,pellet,505,3,400,true,true,,true,,,1,,,Hainaut,To renovate,3,1,,3,1,Yes,,Yes,505 kWh/m²kilowatt hour per square meters,F,20220310017271,Not specified,75361 kWh/year,"Make an offer starting from€ 143,000Make an offer starting from143000 €",€ 359359 €,No,Rue verte 48 6180- Courcelles,http://www.comptoir-immobilier.be,4734778,Hainaut,After signing the deed,,1925,,,,190m²square meters,46m²square meters,Not installed,8m²square meters,15m²square meters,18m²square meters,,1,Yes,No,400m²square meters,10.6 mmeters,,,,,,,,,Pellet,Yes,,Link to the virtual visit,,13m²square meters,,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788297,9788297,house,house,155000,forsale,6210,m,semiequipped,,good,fueloil,311,3,278,true,true,158,,,,,,,Hainaut,Good,2,,Yes,3,1,Yes,158m²square meters,,311 kWh/m²kilowatt hour per square meters,D,20220222013957,78 kg CO₂/m²,38699 kWh/year,"€ 155,000155000 €",€ 478478 €,,Chaussée de Bruxelles 402 6210- Les Bons Villers,,,Hainaut,After signing the deed,,,,,,115m²square meters,,Semi equipped,,,,,2,Yes,,278m²square meters,,Connected,Yes,,,,,Yes,,Fuel oil,Yes,Non flood zone,,,,,,,Yes,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,No,,,Mr Deuquet,,,,,,,,,,,,,,,,,,,,,
10004396,10004396,house,house,160000,forsale,7120,m,,,good,wood,384,3,250,true,true,30,true,,,1,,,Hainaut,Good,2,1,,3,1,Yes,30m²square meters,,384 kWh/m²kilowatt hour per square meters,E,20211201002594,Not specified,Not specified,"€ 160,000160000 €",€ 393393 €,,Chaussée Brunehault 220 7120-Estinne - au - Mont,,,Hainaut,After signing the deed,,,,,Countryside,,25m²square meters,,,,,,1,Yes,No,250m²square meters,,Connected,Yes,20m²square meters,,,,,,Wood,Yes,Non flood zone,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dufrane,,,,,,,,,,,,,,,,,,,,,
10124647,10124647,house,house,162000,forsale,6560,m,installed,,good,fueloil,549,3,0,true,,,true,,,,,,Hainaut,Good,3,,Yes,3,1,,,Yes,549 kWh/m²kilowatt hour per square meters,G,20150210008340,Not specified,75831 kWh/year,"Make an offer starting from€ 162,000Make an offer starting from162000 €",€ 537537 €,Yes,"Rue Reine Astrid, 2 6560- SOLRE-SUR-SAMBRE",,,Hainaut,,,,,,,,,Installed,,,,1,2,Yes,,,,Connected,,,,,,,,Fuel oil,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,Chantal DELAFONTAINE,,,,,,,,,,,,,,,,,,,,,
10099383,10099383,house,house,160000,forsale,7370,m,semiequipped,,good,gas,368,2,235,true,true,,,true,,1,1,,Hainaut,Good,2,1,,2,1,Yes,,,368 kWh/m²kilowatt hour per square meters,E,20220905019540,Not specified,50865 kWh/year,"Make an offer starting from€ 160,000Make an offer starting from160000 €",€ 376376 €,No,rue de Valenciennes 42 7380- Quiévrain,,4894781,Hainaut,To be defined,,,,1,,,18m²square meters,Semi equipped,9m²square meters,11m²square meters,,1,1,Yes,No,235m²square meters,,Connected,Yes,,,,,,,Gas,Yes,,,,12m²square meters,,,,Yes,,,,,7m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAUTS PAYS - DOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048528,10048528,house,house,169000,forsale,7700,m,,,,gas,335,2,0,,,,,,,2,,,Hainaut,,3,2,,2,1,,,,335 kWh/m²kilowatt hour per square meters,D,20180329008199,Not specified,Not specified,"€ 169,000169000 €",€ 547547 €,No,Avenue de Maire 202 7500- Tournai,http://www.henro-immo.be,3526 - VM046,Hainaut,,,,10 m,,,140m²square meters,,,,,,,1,,No,,,,,,,,,,,Gas,Yes,,,,,Yes,West,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048099,10048099,house,house,169000,forsale,6240,m,,,,gas,237,3,459,,true,,,,,,,,Hainaut,,2,,,3,1,Yes,,,237 kWh/m²kilowatt hour per square meters,C,20220803022562,Not specified,44736 kWh/year,"Make an offer starting from€ 169,000Make an offer starting from169000 €",€ 606606 €,No,Rue de France 37 5600- Philippeville,http://www.passionimmobiliere.be,836 - 1802,Hainaut,After signing the deed,,,,,,188m²square meters,,,,,,,1,,No,459m²square meters,,,Yes,,,,,,,Gas,Yes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832838,9832838,house,house,169000,forsale,7700,m,installed,,tobedoneup,gas,362,7,125,,true,,true,,,,,,Hainaut,To be done up,2,,Yes,7,,Yes,,Yes,362 kWh/m²kilowatt hour per square meters,E,20190422006736,Not specified,83804 kWh/year,"€ 169,000169000 €",€ 585585 €,No,"Rue de Tourcoing, 86 7700- Mouscron",,,Hainaut,After signing the deed,,,,,Urban,232m²square meters,,Installed,,,,2,,,,125m²square meters,,,,,,,,,,Gas,Yes,,,,,,,,Yes,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,Michaël LOIN,,,,,,,,,,,,,,,,,,,,,
9892251,9892251,house,house,169000,forsale,7712,m,,,tobedoneup,gas,388,3,0,,true,,,,,1,,,Hainaut,To be done up,2,1,,3,,Yes,,,388 kWh/m²kilowatt hour per square meters,E,20210923005728,Not specified,Not specified,"€ 169,000169000 €",€ 604604 €,No,Avenue de Maire 202 7500- Tournai,http://www.henro-immo.be,3419 - VM007,Hainaut,After signing the deed,,,,,,110m²square meters,,,,,,1,2,,No,,,,,,,,,,,Gas,Yes,,,,,Yes,South West,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456489,9456489,house,house,169000,forsale,7730,m,semiequipped,1930,tobedoneup,gas,531,3,405,,true,,true,true,,,,,Hainaut,To be done up,3,,,3,1,Yes,,Yes,531 kWh/m²kilowatt hour per square meters,G,20200901008872,Not specified,74342 kWh/year,"€ 169,000169000 €",€ 381381 €,No,"Rue du Quesnoy, 36 7500- Tournai",http://www.likeimmo.be,4411568,Hainaut,After signing the deed,August 3 2021 - 12:00 AM,1930,,,,,30m²square meters,Semi equipped,10m²square meters,14m²square meters,12m²square meters,1,1,,,405m²square meters,,,,,,,,,,Gas,Yes,,Link to the virtual visit,,8m²square meters,,,,,,,,,12m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114964,10114964,house,house,170000,forsale,6061,m,,1958,good,gas,270,3,350,true,true,,,,,,,,Hainaut,Good,3,,Yes,3,1,Yes,,,270 kWh/m²kilowatt hour per square meters,D,20220629016197,Not specified,45089 kWh/year,"Make an offer starting from€ 170,000Make an offer starting from170000 €",€ 654654 €,No,"Rue des Preys, 28 6061- MONTIGNIES-SUR-SAMBRE",,,Hainaut,After signing the deed,,1958,,,,,,,,,,,1,Yes,,350m²square meters,,,,,,,,,,Gas,Yes,,,,,,,,Yes,,"Living area (residential, urban or rural)",,No,,,,,No,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,No,,,Bernard LEMAIGRE,,,,,,,,,,,,,,,,,,,,,
10077106,10077106,house,house,170000,forsale,6240,m,usahyperequipped,,good,gas,,3,0,,true,120,,,,,,,Hainaut,Good,2,,Yes,3,,,120m²square meters,,Not specified,D,20210510011891,Not specified,302 kWh/year,"€ 170,000170000 €",€ 312312 €,No,,,,Hainaut,After signing the deed,,,6 m,,,124m²square meters,,USA hyper equipped,21m²square meters,16m²square meters,19m²square meters,1,1,,,,,Connected,Yes,,No,No,No,Yes,No,Gas,No,Non flood zone,,,15m²square meters,,South,,Yes,,,,,,No,Yes,,,,No,,No,16m²square meters,,,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
10001182,10001182,house,house,170000,forsale,7180,m,,,tobedoneup,gas,320,4,0,true,true,,true,,,,,,Hainaut,To be done up,2,,,4,1,,,Yes,320 kWh/m²kilowatt hour per square meters,D,20220704012930,Not specified,40502 kWh/year,"Make an offer starting from€ 170,000Make an offer starting from170000 €",€ 542542 €,No,Chée de Nivelles 167 7181- Arquennes (Nivelles),http://www.housy.be,4808457,Hainaut,After signing the deed,,,,,,125m²square meters,20m²square meters,,10m²square meters,12m²square meters,17m²square meters,,1,,No,,,Connected,Yes,,,,,,,Gas,Yes,Non flood zone,,,17m²square meters,,,,,17m²square meters,,,,,,,,,,,,,42m²square meters,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955280,9955280,house,house,170000,forsale,7972,m,notinstalled,,torenovate,fueloil,406,2,126,,,,,,,1,,,Hainaut,To renovate,3,1,Yes,2,1,,,,406 kWh/m²kilowatt hour per square meters,E,20171005008441,102 kg CO₂/m²,Not specified,"€ 170,000170000 €",€ 411411 €,No,rue du Pont-Quelin 12 Bt A 7800- Ath,http://www.yelo-immo.be,spir328,Hainaut,After signing the deed,,,,,,,,Not installed,,,,,1,,No,126m²square meters,,,,,,,,,,Fuel oil,No,Non flood zone,Link to the virtual visit,,,,,,,,"Living area (residential, urban or rural)",,,,No,,126m²square meters,,,No,,,,,,,,,,,,,,,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072729,10072729,house,house,172000,forsale,6060,m,,1938,torenovate,,647,2,772,,,,,,,4,4,,Hainaut,To renovate,3,4,,2,,,,,647 kWh/m²kilowatt hour per square meters,G,20220816013591,Not specified,Not specified,"€ 172,000172000 €",€ 562562 €,Yes,Rue des Perdrix 1 5000- Beez,http://www.immo-topaze.be,,Hainaut,To be defined,,1938,,4,"Living area (residential, urban or rural)",124m²square meters,,,,,,,,,,772m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice Flamand,,,,,,,,,,,,,,,,,,433,,50,
10134112,10134112,house,house,170000,forsale,7181,m,notinstalled,,torenovate,gas,876,2,230,true,true,,,,,,,,Hainaut,To renovate,3,,,2,1,Yes,,,876 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,77345 kWh/year,"Make an offer starting from€ 170,000Make an offer starting from170000 €",€ 242242 €,,Place du Trichon 3 7181- Feluy,,,Hainaut,Depending on the tenant,,,,,"Living area (residential, urban or rural)",85m²square meters,14m²square meters,Not installed,18m²square meters,14m²square meters,,,,,,230m²square meters,,Connected,,,,,,,,Gas,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122261,10122261,house,house,175000,forsale,7040,m,,,torestore,fueloil,519,2,1455,true,,,true,true,,2,5,,Hainaut,To restore,4,2,,2,2,,,,519 kWh/m²kilowatt hour per square meters,G,201510260011085,Not specified,Not specified,"€ 175,000175000 €",€ 598598 €,,"Place Cousin,2 7190- Ecaussinnes",,,Hainaut,After signing the deed,,,,5,"Living area (residential, urban or rural)",,25m²square meters,,12m²square meters,14m²square meters,,,1,,,1455m²square meters,,Connected,No,12m²square meters,,,,,,Fuel oil,,,,,16m²square meters,,,,Yes,,,,,9m²square meters,Yes,,,,,,Yes,,,200m²square meters,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134041,10134041,house,house,175000,forsale,7160,m,hyperequipped,,good,fueloil,554,3,502,true,true,1,,true,,,,,Hainaut,Good,3,,Yes,3,1,Yes,1m²square meter,,554 kWh/m²kilowatt hour per square meters,G,20220924003213,554 kg CO₂/m²,Not specified,"€ 175,000175000 €",€ 456456 €,No,,,,Hainaut,To be defined,,,,,,,,Hyper equipped,,,,,1,Yes,,502m²square meters,,Connected,Yes,,,,,,,Fuel oil,No,,,,,,South West,,Yes,,,,,,Yes,,,,,No,,Yes,,,,No,No,No,Yes,Yes,,,,,,,,No,No,No,No,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,
10103660,10103660,house,house,180000,forsale,6200,m,,,torenovate,fueloil,549,3,5000,,,,true,,,,,,Hainaut,To renovate,4,,,3,1,,,Yes,549 kWh/m²kilowatt hour per square meters,G,20220907006384,137 kg CO₂/m²,67634 kWh/year,"€ 180,000180000 €",€ 721721 €,No,"Blvd Tirou, 26 6000- Charleroi",http://www.serviceacor.com,4905457,Hainaut,After signing the deed,,,,,Isolated,155m²square meters,,,,,,,2,,,5000m²square meters,,,No,,No,,,Yes,,Fuel oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10007957,10007957,house,house,178000,forsale,6220,m,,,good,fueloil,370,3,320,true,true,234,true,,,1,2,,Hainaut,Good,3,1,,3,1,,234m²square meters,Yes,370 kWh/m²kilowatt hour per square meters,E,20220504024256,Not specified,47503 kWh/year,"Make an offer starting from€ 178,000Make an offer starting from178000 €",€ 672672 €,No,Rue d'Anderlues 46/1 6540- Lobbes,http://www.lametropole.be,4735081,Hainaut,After signing the deed,,,7 m,2,,121m²square meters,28m²square meters,,13m²square meters,13m²square meters,11m²square meters,1,1,,,320m²square meters,10.5 mmeters,Connected,No,,No,,,Yes,No,Fuel oil,Yes,,,,11m²square meters,,,,,,,,,,,,86m²square meters,,,,,,4m²square meters,26m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967426,9967426,house,house,190000,forsale,7000,m,hyperequipped,,asnew,gas,361,3,161,,true,,true,true,,2,2,,Hainaut,As new,2,2,Yes,3,1,Yes,,,361 kWh/m²kilowatt hour per square meters,E,20220602012184,69 kg CO₂/m²,Not specified,"€ 190,000190000 €",€ 557557 €,No,Rue Jules Destrée 4357390- Quaregnon,http://www.lemarcheimmobilier.be,,Hainaut,Immediately,,,,2,,141m²square meters,,Hyper equipped,,,,1,1,,No,161m²square meters,,Connected,Yes,12m²square meters,,,,Yes,,Gas,Yes,,,,,,,,,,"Living area (residential, urban or rural)",,,,Yes,Yes,,,,,Yes,Yes,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,1,,,No,,,,,,,,,,,,,,,,,,,,,,,,
9872059,9872059,house,house,180000,forsale,7943,m,installed,,tobedoneup,fueloil,399,3,365,,true,365,,,,1,,,Hainaut,To be done up,3,1,,3,1,,365m²square meters,,399 kWh/m²kilowatt hour per square meters,E,20220408003004,99 kg CO₂/m²,Not specified,"€ 180,000180000 €",€ 271271 €,No,rue du Pont-Quelin 12 Bt A 7800- Ath,http://www.yelo-immo.be,spir306,Hainaut,After signing the deed,,,,,,152m²square meters,26m²square meters,Installed,8m²square meters,20m²square meters,19m²square meters,,,,No,365m²square meters,,,,,No,No,No,No,No,Fuel oil,Yes,,Link to the virtual visit,,14m²square meters,,,,Yes,,Extended residential area,,,,No,No,90m²square meters,,,No,,,5m²square meters,,,,,,,,,No,,Yes,,,,No,,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122704,10122704,house,house,190000,forsale,7063,m,,1935,good,fueloil,318,2,372,true,true,,true,,,,,,Hainaut,Good,2,,Yes,2,,Yes,,Yes,318 kWh/m²kilowatt hour per square meters,D,20220904000261,Not specified,61008 kWh/year,"Make an offer starting from€ 190,000Make an offer starting from190000 €",€ 442442 €,No,Rue de la Grande Couture 2 7522- Tournai,,,Hainaut,After signing the deed,,1935,,,,,,,,,,1,1,Yes,,372m²square meters,,,,,,,,,,Fuel oil,No,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,Olivia THOOR,,,,,,,,,,,,,,,,,,,,,
9764999,9764999,house,house,190000,forsale,7300,m,semiequipped,1950,good,gas,272,4,220,true,true,,true,,,1,,,Hainaut,Good,2,1,,4,1,Yes,,,272 kWh/m²kilowatt hour per square meters,D,20211223007740,Not specified,52815 kWh/year,"Make an offer starting from€ 190,000Make an offer starting from190000 €",€ 515515 €,No,Place des Grands Pres 1/30B 7000- Mons,http://www.mdngroup.be,4665127,Hainaut,After signing the deed,,1950,,,,180m²square meters,20m²square meters,Semi equipped,25m²square meters,25m²square meters,20m²square meters,1,2,Yes,,220m²square meters,,Connected,Yes,15m²square meters,No,,,Yes,,Gas,Yes,Non flood zone,,,15m²square meters,,,,Yes,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9951359,9951359,house,villa,199000,forsale,6280,m,notinstalled,,,,679,2,75,,true,,,,,1,,,Hainaut,,,1,,2,1,Yes,,,679 kWh/m²kilowatt hour per square meters,G,20130607012637,Not specified,70166 kWh/year,"€ 199,000199000 €",€ 728728 €,No,Rue des Combattants 37 6031- Monceau-sur-sambre,http://www.lopportunite.be,3147 - 1168,Hainaut,After signing the deed,,,,,,,,Not installed,,,,,,,No,75m²square meters,,,,,,,,,,,,,Link to the virtual visit,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891511,9891511,house,house,197000,forsale,6200,m,notinstalled,,good,fueloil,573,4,238,true,true,,true,,,1,,,Hainaut,Good,2,1,,4,1,Yes,,Yes,573 kWh/m²kilowatt hour per square meters,G,20220512019146,114 kg CO₂/m²,136437 kWh/year,"€ 197,000197000 €",,No,"Blvd Tirou, 26 6000- Charleroi",http://www.serviceacor.com,4739375,Hainaut,After signing the deed,,,,,Urban,238m²square meters,,Not installed,,,,1,1,Yes,,238m²square meters,,Connected,No,,,,,,,Fuel oil,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
